COD_ACTE,DT_MODIF,NOM_COURT
MZFA006,2024-11-04,exérèse part. 1os mb sup. continuité conservée ab. direct
MZFA007,2024-11-04,amput. +/- désartic. plus. doigts sans résec. des M.C
MZFA008,2024-11-04,amput. 1doigt surnuméraire autre que pouce
MZFA009,2024-11-04,désartic. interscapulothoracique
MZFA010,2024-11-04,désartic. scap.hum
MZFA011,2024-11-04,désartic. coude
HGQE001,2024-11-04,entéroscopie jéj. +entéroscopie iléale
HGQE002,2024-11-04,duod.scopie app. à vision lat.
HGQE003,2024-11-04,entéroscopie jéj.
HGQE004,2024-11-04,entéroscopie jéj. +/- iléale perop.
HGQE005,2024-11-04,entéroscopie iléale
HGQH001,2024-11-04,Rx grêle +inj. prod. contraste sonde gastr
HGQH002,2024-11-04,Rx grêle +ingestion prod. contraste
HBMD198,2024-11-04,Ajout / changement de 6 éléments d une prothèse dentaire amovible
HBMD200,2024-11-04,Ajout/changement 13 éléments soudés sur prothèse amovible métal
HBMD226,2024-11-04,Ajout / changement de 11 éléments d une prothèse dentaire amovible
HBMD228,2024-11-04,Ajout / changement de 8 éléments d une prothèse dentaire amovible
HBMD245,2024-11-04,Ajout / changement de 5 éléments d une prothèse dentaire amovible
HBMD249,2024-11-04,Ajout/changement 1 élément soudé sur prothèse amovible métal
HBMD281,2024-11-04,Ajout/changement 12 éléments soudés sur prothèse amovible métal
HBMD283,2024-11-04,Ajout/changement 5 éléments soudés sur prothèse amovible métal
HBMD286,2024-11-04,Ajout / changement de 9 éléments d une prothèse dentaire amovible
HBMD289,2024-11-04,"Réparation fracture proth dent métallique, + remontage 13 éléments"
HBMD292,2024-11-04,Ajout/changement 2 éléments soudés sur prothèse amovible métal
HBMD298,2024-11-04,Ajout/changement 14 éléments soudés sur prothèse amovible métal
HBMD481,2024-11-04,"Réparation fracture proth dent métallique, + remontage 10 éléments"
HBMD485,2024-11-04,Ajout/changement 9 éléments soudés sur prothèse amovible métal
GBJE001,2024-11-04,évac. collection sinus frontal endos. nasale
GBJE002,2024-11-04,évac. collection sinus sphénoïdal endos. directe/transethmoïdale
GBPA001,2024-11-04,sinusotomie maxil. ab. fosse canine +sinusotomie ethmoïd+/-sphénoïd
GBPA002,2024-11-04,sinusotomie maxil. ab. fosse canine +v. méatale moy.
GBPA003,2024-11-04,sinusotomie frontale+résec septum+plancher endos. nasale/ab. direct
GBPA004,2024-11-04,sinusotomie maxil. ab. fosse canine
GBPE001,2024-11-04,méatotomie nasale moy. endos.
GBPE002,2024-11-04,marsupialisation mucocèle sinus ethmoïd.+/-frontal endos.
GBPE003,2024-11-04,méatotomie nasale inf. bilat. endos.
GBQA002,2024-11-04,sinusoscopie maxil. v. méatale inf. +/- ab. fosse canine
GBQD001,2024-11-04,mano des sinus paranasaux
GBQE001,2024-11-04,sinusoscopie sphénoïdale
GBQE002,2024-11-04,sinusoscopie frontale
HBLD414,2024-11-04,"BRID COL 2 ANC COR PART / > & 1 INTER CÉRAMOM / ÉQ, PRÉMO / MOL PERM"
HBLD418,2024-11-04,Couronne dentaire sur implant
HBLD425,2024-11-04,BRIDGE 2 PILIERS & 1 INTER CÉRAMOCÉRAM
HBLD435,2024-11-04,Prothèse amovible définitive métal 9 dents
HBLD452,2024-11-04,Prothèse amovible définitive métal 5 dents
HBLD453,2024-11-04,"BRID COL 2 ANCR COR PART / > & 2 INTER CÉRAMOM / ÉQ, 2 INCIS MAND PERM"
HBLD465,2024-11-04,"BRID CANT 2 PIL ANC MÉT & 1 EXT CÉRAMOM, INCIS PERM / PRÉMO"
HBLD466,2024-11-04,"BRID COL 2 ANC COR PART / > & 1 INTER CÉRAMOM / ÉQ, INCIS PERM"
HBLD470,2024-11-04,Prothèse amovible définitive métal 8 dents
HBLD474,2024-11-04,Prothèse amovible définitive métal 6 dents
EEFA001,2024-11-04,thrombo.ectomie art. fém. +/- ses branches ab. direct
EEFA002,2024-11-04,thrombectomie art. mb inf. ab. poplité
EEFA003,2024-11-04,thrombo.ectomie art. poplitée ab. direct
EEFA004,2024-11-04,thrombectomie art. mb inf. ab. inguinofémoral
EEFA005,2024-11-04,résec. 1kyste adventiciel 1art. mb inf. ab. direct
EEFA006,2024-11-04,résec.anast 1art. mb inf. ab. direct
EEGA001,2024-11-04,abl. 1proth. art. mb inf. sans revasc. ab. direct
EEGA002,2024-11-04,abl. 1proth. art. mb inf. +revasc. ab. direct
EEJF001,2024-11-04,thromboaspiration art/pontage art. mb inf. cathé art.
EEKA001,2024-11-04,remplt/mise à plat 1art. mb inf. ab. direct
EELF002,2024-11-04,Stent couverte ds 1art. mb inf. cathé art.
EELF004,2024-11-04,inj. art. in situ sup.sélect chimio au mb inf. cathé art.
YYYY491,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 20Gy pr Fx 5-7,9MeV 4vol"
YYYY492,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 1,2Gy pr Fx 17-24,9MeV 2vol"
YYYY493,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 1,2Gy pr Fx 17-24,9MeV"
YYYY497,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 2,5Gy pr Fx 0,5-4,9MeV 3vol"
YYYY500,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 0,9Gy pr Fx >25Mev 3vol"
NBFA003,2024-11-04,résec. part. 1extrémité +/- diaphys. fémur continuité conservée os.
NBFA004,2024-11-04,résec. tête +col F sans interposition caps/aponévrotique
NBFA005,2024-11-04,patellectomie part. ab. direct
NBFA006,2024-11-04,résec segt fémur +O.S +transfert axial progr fragmt pseudarthrose cong
NBFA007,2024-11-04,résec. en bloc 1extrémité +/- diaphys. fémur
NBFA008,2024-11-04,résec. tête +col F +interposition caps. +/- aponévrotique
NBFA009,2024-11-04,patellectomie tot. ab. direct
NBGA001,2024-11-04,évidement dist. fémur+/-prox. tibia 1cart. épiph. actif +comblt
NBGA002,2024-11-04,évidement fémur sans comblt ab. direct
NBGA003,2024-11-04,évidement prox. fémur 1cart. épiph. actif
NBGA004,2024-11-04,évidement dist. fémur+/-prox tibia 1cart. épiph. actif ab. Direct
NBGA005,2024-11-04,évidement prox. fémur présence 1cart. épiph. actif +comblt ab. direct
NBGA006,2024-11-04,évidement fémur +comblt ab. direct
ZZQX123,2024-11-04,EXAM HISTOPATH FRAGMT EXÉR ENDOSC / CURETAGE STRUCT ANAT NON DIFF
ZZQX127,2024-11-04,EXAM ANAPATH PIÈCE EXÉRÈSE EN FRAGMENTS DIFF 1 STRUCTURE ANAT
ZZQX128,2024-11-04,EXAM CYTOPATH ÉTALMT 1 / PLSRS PRÉLÈV NON DIFF LIQ STRUCTURE ANAT
ZZQX129,2024-11-04,QUALIF ANALYSE GÉNÉTIQUE SOMATIQUE ÉCHANTILLON TISSULAIRE FIXÉ
ZZQX132,2024-11-04,EXAM HISTOPATH BIOPSIE 3 STRUCTURES ANATOMIQUES
NDCA003,2024-11-04,O.S frac. plus. os avant-pied à foyer ouv.
GBQM001,2024-11-04,écho sinus maxil. +/- sinus frontal
GCCD001,2024-11-04,perfo. des choanes
GCFA001,2024-11-04,exérèse lés. rhinopharynx+/-fosse temp ab. préauricul+/-transzygomatiq
GCFA002,2024-11-04,exérèse lés. rhinopharynx +/- fosse temp ab. transpétreux ant.
ENFA002,2024-11-04,prélèv. gref. art. des mb chez DCD
ENFA003,2024-11-04,prélèv. perop. gref. art. pr pontage vasc.
ENFA004,2024-11-04,thrombectomie pontage art. mb +réfection anast+prolongt pontage
ENFA005,2024-11-04,changt 1pontage art. 1mb +thrombectomie axe art. ab. direct
ENFA006,2024-11-04,thrombectomie pontage art. 1mb sans réfection anast. ab. direct
ENFA007,2024-11-04,exérèse malf. art.vn intraparench moelle épin. ab. direct
ENFF001,2024-11-04,thrombectomie/embolectomie cathé art. 1pontage art. non anat. mb
ENLF001,2024-11-04,pose dispositif art. surv. pression art.
ENNF001,2024-11-04,fibrinolyse in situ 1pontage art. non anat. des mb cathé art.
ENNH001,2024-11-04,sclérose 1malf. vasc/1lés. vertéb. inj. intralés. guid radio
ENNH002,2024-11-04,sclérose 1lés. vasc. vertéb. inj. intralés. transcut. guid scan
ENQX011,2024-11-04,EXAM HISTOPATH BIOPSIE ARTÈRE + COLORATION SPÉCIALE
EQBP001,2024-11-04,contention vn fixe plus. segt mb bande collante/cohésive
EQCF001,2024-11-04,CEC pr réchauffement 1hypothermie accid.
EQCF002,2024-11-04,prolongation CEC au bloc op. à fin 1itv card.vasc >1/2h
HASA021,2024-11-04,ferm. 1fente labiale sup. médiane
HASA022,2024-11-04,ferm. unilat. lèvre +voile 1fente LMP 1temps
HASA023,2024-11-04,ferm. Ire unilat. 1fente L +répar. cplt déform. nasale
HASA024,2024-11-04,ferm. 1macrostomie cong. moins 3cm +reconstr. commissure labiale
HASA025,2024-11-04,ferm. 1fistule buccosin. lambeau joue ab. bucc.
HASD001,2024-11-04,ferm. IIre bilat. 1fente alv. plastie/lambeau +gref. os.
HASD002,2024-11-04,ferm. IIre unilat. 1fente alv. plastie/lambeau
HASD003,2024-11-04,hémostase IIre à 1électrocoagulation bucc.
HASD004,2024-11-04,ferm. IIre bilat. 1fente alv. plastie/lambeau
HASD005,2024-11-04,ferm. IIre unilat. 1fente alv. plastie/lambeau +gref. os.
HASD006,2024-11-04,ferm. Ire 1fente palais os.
LECC001,2024-11-04,O.S +/- arthrodèse ant/épiphysiodèse vertéb. thor.scopie
LEFA001,2024-11-04,spondylectomie thor. tot. ab. post.
HLHH006,2024-11-04,biopsie foie sur 1cible transcut. guid scan
HLHH007,2024-11-04,biopsie foie sur plus. cibles transcut. guid scan
HLHJ003,2024-11-04,biopsie non ciblée foie transcut. +guid écho
HLHJ004,2024-11-04,pct collection hép. transcut. +guid écho
ZZQX133,2024-11-04,EXAM CYTOPATH ÉTALMT 4 PRÉLÈVEMENTS DIFF / PLUS PONCT STRUCTURE ANAT
ZZQX139,2024-11-04,EXAM CYTOPATH ÉTALMT 2 PRÉLÈVEMENTS DIFF PONCT STRUCTURE ANAT
ZZQX141,2024-11-04,EXAM CYTOPATH ÉTALMT 3 PRÉLÈVEMENTS DIFF PONCT STRUCTURE ANAT
ZZQX145,2024-11-04,EXAM CYTOPATH EN PHASE LIQ 2 PRÉLÈVEMENTS DIFF LIQUIDE STRUCTURE ANAT
ZZQX146,2024-11-04,CYTO & / HISTOPATH EXTEMP 5 PRÉLÈV DIFF / > HORS LIEU PRÉLÈV
ZZQX147,2024-11-04,EXAM CYTOPATH EN PHASE LIQ 3 PRÉLÈVEMENTS DIFF LIQUIDE STRUCTURE ANAT
ZZQX149,2024-11-04,EXTEMPO CYTO & / HISTOPATH EXTEMP 1 PRÉLÈV HORS LIEU PRÉLÈV
ZZQX151,2024-11-04,EXAM CYTOPATH ÉTALMT 1 / PLSRS PRÉLÈV NON DIFF PONCT STRUCTURE ANAT
ZZQX153,2024-11-04,EXAM CYTOPATH EN PHASE LIQ 1 / PLSRS PRÉLÈV LIQUIDE STRUCTURE ANAT
ZZQX155,2024-11-04,EXAM CYTOPATH EN PHASE LIQ 4 PRÉLÈV DIFF / PLUS LIQ STRUCTURE ANAT
ZZQX158,2024-11-04,EXAM CYTOPATH EN PHASE LIQ 3 PRÉLÈVEMENTS DIFF PONCT STRUCTURE ANAT
ZZQX159,2024-11-04,EXAM HISTOPATH FRAGMT EXÉRÈSE ENDOSC / CURETAGE 1 STRUCTURE ANAT DIFF
ZZQX162,2024-11-04,EXAM HISTOPATH BIOPSIE 1 STRUCTURE ANATOMIQUE
ZZQX163,2024-11-04,EXAM HISTOPATH BIOPSIE 2 STRUCTURES ANATOMIQUES
ZZQX170,2024-11-04,CYTOPATH EN PHASE LIQ 1 / PLSRS PRÉLÈV NON DIFF PONCT
ZZQX172,2024-11-04,EXAM CYTOPATH EN PHASE LIQ 2 PRÉLÈVEMENTS DIFF PONCT STRUCTURE ANAT
ZZQX174,2024-11-04,EXAM CYTOPATH EN PHASE LIQ 4 PRÉLÈV DIFF / PLUS PONCT STRUCTURE ANAT
ZZQX175,2024-11-04,CYTO & / HISTOPATH EXTEMP 2 À 4 PRÉLÈV DIFF HORS LIEU PRÉLÈV
ZZQX177,2024-11-04,EXAM HISTOPATH FRAGMT EXÉR ENDOSC / CURETAGE STRUCT ANAT DIFF
ZZQX178,2024-11-04,EXAM ANAPATH PIÈCE EXÉRÈSE 3 STRUCTURES ANATOMIQUES
ZZQX180,2024-11-04,EXAM ANAPATH PIÈCE EXÉRÈSE 2 STRUCTURES ANATOMIQUES
ZZQX181,2024-11-04,EXAM ANAPATH PIÈCE EXÉRÈSE 4 STRUCTURES ANATOMIQUES / PLUS
YYYY392,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 25cGy pr Fx 0,5-4,9MeV 2vol"
YYYY393,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 0,9Gy pr Fx >25Mev 2vol"
HASD007,2024-11-04,ferm. Ire 1fente palatovélaire
HBAA338,2024-11-04,Allongement coronaire par gingivectomie sur une dent
HBBA001,2024-11-04,Obturation résorption  radiculaire externe abord parodontal
HBBA002,2024-11-04,Ostéoplastie additive arcade alvéolaire sur secteur 4 à 6 dents
HBBA003,2024-11-04,Ostéoplastie additive arcade alvéolaire sur secteur 1 à 3 dents
HBBA004,2024-11-04,Ostéoplastie additive arcade alvéolaire sur secteur 7 dents / plus
GEFE002,2024-11-04,séance résec/dilat. sténose trachée endos. sans laser
GEGA001,2024-11-04,abl. C.E intrabronchique thor.tomie
GEGE001,2024-11-04,abl. C.E trach. +/- intrabronchique bronchoscopie au tube rigide
GEGE003,2024-11-04,abl. C.E trach. +/- intrabronchique fibro
GEHD001,2024-11-04,prélèv. dist. protégé sur sonde intub/sur trachéo sans fibro
GEHE001,2024-11-04,biopsie trach. +/- br. pdt 1endos. diag. des v. aériennes
GEJD001,2024-11-04,aspi trach 1N-né présence 1L.A méconial
GEJD002,2024-11-04,lavage pulm. unilat. thérap. pr protéinose alv. 1sonde dble lumière
GEJE001,2024-11-04,aspi thérap. fibro
GEJE002,2024-11-04,lavage pulm. unilat. thérap. pr protéinose alv. endos.
GEJE003,2024-11-04,aspi thérap. chez intubé/trachéotomisé fibro
HBDD002,2024-11-04,contention 1arc dispositif amovible après ODF
HBDD007,2024-11-04,contention perop. des arc moy. autre quun arc vestib.
HBDD008,2024-11-04,contention perop. des arc arc vestib.
HBMD339,2024-11-04,"Réparation fracture proth dent métallique, + remontage 7 éléments"
HBMD342,2024-11-04,"3ème intermédiaire de bridge, métallique"
HBMD349,2024-11-04,"Réparation fracture proth dent métallique, + remontage 5 éléments"
HBMD351,2024-11-04,Inlay/onlay 2 faces ou plus compo ou alliage non précieux
HBMD356,2024-11-04,RÉPAR PROTH DENTAIRE AMOV EN RÉSINE + RENFORT MÉTAL FÊLÉE / FRACTURÉE
HBMD373,2024-11-04,Ajout / changement de 7 éléments d une prothèse dentaire amovible
HBMD386,2024-11-04,"Réparation fracture proth dent métallique, + remontage 6 éléments"
HBMD387,2024-11-04,Ajout / changement de 12 éléments d une prothèse dentaire amovible
HBMD400,2024-11-04,"Réparation fracture proth dent métallique, + remontage 14 éléments"
HBMD404,2024-11-04,Ajout / changement de 4 éléments d une prothèse dentaire amovible
HBMD410,2024-11-04,Ajout/changement 10 éléments soudés sur prothèse amovible métal
HLHJ005,2024-11-04,biopsie foie sur plus. cibles transcut. +guid écho
HLHJ006,2024-11-04,biopsie foie sur 1cible transcut. +guid écho
HLJA001,2024-11-04,évac. collection hép. laparo
HLJC001,2024-11-04,évac. collection hép. coelio.
HLNA007,2024-11-04,destruc. t. hép. radiofréq. laparo
HLNC003,2024-11-04,destruc. t. hép. radiofréq. coelio.
HLNK001,2024-11-04,destruc. transcut. T. hép. radiofréquence guid scan
HLNM001,2024-11-04,destruc. transcut. T. hép. radiofréquence +guid écho
HLNN900,2024-11-04,destruc. transcut. T. hép. radiofréquence +guid remno
HLQL001,2024-11-04,scinti foie +rate 1traceur syst. réticuloendothélial
HLQM001,2024-11-04,écho foie +des VB
HLQM002,2024-11-04,mesure élasticité foie élastog. impuls. ultrason.
HLQX004,2024-11-04,EXAM ANAPATH K PIÈCE 1 HÉPATECTOMIE PARTIELLE
HLQX005,2024-11-04,EXAM ANAPATH K PIÈCES PLSRS HÉPATECTOMIES PARTIELLES
HLQX008,2024-11-04,EXAM ANAPATH K PIÈCE HÉPATECTOMIE TOTALE
HLQX013,2024-11-04,EXAM HISTOPATH BIOPSIE FOIE + COLOR SPÉC POUR DIAG AFFECTION NON K
HLSA001,2024-11-04,hémostase foie laparo
HLSC012,2024-11-04,hémostase foie coelio.
HMAE001,2024-11-04,dilat. ampoule hépatopancréatique O-G-Dscopie
HMAE002,2024-11-04,dilat. conduit bil. O-G-Dscopie
HMAH001,2024-11-04,dilat. conduit bil. 1drain transcut. déjà place +guid écho +/-radio
HMAH002,2024-11-04,dilat. conduit bil. transcut. +guid écho +/-radio
HMCA001,2024-11-04,chol.stom pr atrésie des VBEH laparo
HMCA002,2024-11-04,cholédochoduodénostomie laparo
HMCA003,2024-11-04,chol.stom laparo
HMCA004,2024-11-04,cholédochoduodénostomie +gastr.jéj.stom laparo
ZZMP015,2024-11-04,confect contention perso/rxth ext
ZZMP016,2024-11-04,prepa irrad ext stereotax sans synchro respi+hdv+ fus num multimod+bev
ZCQM001,2024-11-04,écho abd. +doppler des vssx dig.
ZCQM002,2024-11-04,écho abd. +écho pelvis +doppler des vssx dig.
ZCQM003,2024-11-04,écho pelvis féminin
ZCQM004,2024-11-04,écho étage sup. abd. +doppler des vssx dig.
QZJA015,2024-11-04,parage +/- suture superf. peau +10cm gd axe sf face
QZJA016,2024-11-04,parage +/- suture prof. moins 3cm gd axe sf face +main
QZJA017,2024-11-04,parage +/- suture superf. peau 3-10cm gd axe sf face
QZJA018,2024-11-04,panst chir. IIre brûlure sf tête/mains > 60% corp
QZJA019,2024-11-04,panst chir brûlure sf tête/mains sur 30% à 60% corp
ZZHJ013,2024-11-04,biopsie 1org. prof. sur 1cible transcut. +guid écho
ZZHJ016,2024-11-04,pct org. superf. sur plus. cibles transcut. +guid écho
ZZHJ017,2024-11-04,biopsie org. prof. sur plus. cibles transcut. +guid remno
ZZHJ018,2024-11-04,pct org. prof. sur plus. cibles transcut. +guid remno
ZZHJ019,2024-11-04,biopsie org. prof. sur plus. cibles transcut. +guid écho
ZZHJ020,2024-11-04,pct org. prof. sur plus. cibles v. cav. +guid écho
ZCGA433,2024-11-04,ABLAT TOTALE IMPLANT RENFORT ORGANE PELVIEN PAR LAPAROTOMIE
ZCGA760,2024-11-04,ABLAT TOTALE IMPLANT DE RENFORT ORGANE PELVIEN ABORD VAGINAL
ZCGA765,2024-11-04,ABLAT PART IMPLANT RENFORT ORGANE PELVIEN PAR LAPAROTOMIE
ZCGC025,2024-11-04,ABLAT TOTALE IMPLANT RENFORT ORGANE PELVIEN PAR COELIOSCOPIE
ZCGC718,2024-11-04,"ABLAT PART IMPLANT RENFORT ORGANE PELVIEN, PAR COELIOSCOPIE"
ZCGD069,2024-11-04,ABLAT PART IMPLANT RENFORT ORGANE PELVIEN PAR VOIE VAGINALE
ZCJA001,2024-11-04,évac. collection abdo. rectotomie
ZCJA002,2024-11-04,évac. 1collection abdo. laparo
HBMD425,2024-11-04,Ajout/changement 7 éléments soudés sur prothèse amovible métal
EZSA005,2024-11-04,ferm. 1communication art.vn tronculaire cong. ab. direct
EZSF001,2024-11-04,occlusion définitive perop. 1tr. vasc. ballonnet/embol.
EZSM001,2024-11-04,ferm. 1faux anévr/1FAV compression transcut. +guid écho
FAFA001,2024-11-04,adénoïdectomie +pose unilat. ATT
FAFA002,2024-11-04,adénoïdectomie +pose bilat. ATT
FAFA005,2024-11-04,amygdalectomie dissection +adénoïdectomie +pose unilat. ATT
FAFA006,2024-11-04,amygdalectomie dissection +adénoïdectomie +myringotomie
FAFA007,2024-11-04,exérèse moignon amygdalien
FAFA008,2024-11-04,adénoïdectomie
FAFA010,2024-11-04,amygdalectomie dissection +adénoïdectomie +pose bilat. ATT
GGJC001,2024-11-04,évac. collection septique cav. pleurale +débridement thor.scopie
GGJC002,2024-11-04,évac. 1hémothorax thor.scopie
GGLA001,2024-11-04,pose 1cathé. intrapleural transcut+pose syst. diffuseur sscut
GGLB001,2024-11-04,séance inj. intrapl. chimio transcut.
GGLB002,2024-11-04,inj. intrapl. transcut.
EELF005,2024-11-04,inj. art. in situ sélect/h.sélect chimio au mb inf. cathé art.
EENF001,2024-11-04,fibrinolyse in situ sup.sélect 1art/1pontage art. mb inf. cathé art.
EENF002,2024-11-04,fibrinolyse cathé art h.sélect 1art/1pontage art. mb inf.
HBMD488,2024-11-04,"Réparation fracture proth dent métallique, + remontage 2 éléments"
ENSF002,2024-11-04,embol. malf. art.vn intraparench moelle épin. vasc.transcut.
ENSF003,2024-11-04,embol. malf. art.vn durale spinale vasc.transcut.
EPCA001,2024-11-04,superficialisation vn après création 1FAV ab. direct
EPCA002,2024-11-04,pontage/angioplast tr. vn axil.clav/fém. aval 1accès A-V ab. direct
EPCA003,2024-11-04,suture cplmtaire 1vn drainage sur 1lambeau péd.
EPFA001,2024-11-04,exérèse 1malf. vn étendue +reconstr. tissulaire gref/lambeau
EPFA003,2024-11-04,prélèv. gref. vn des mb chez DCD
EPFA004,2024-11-04,exérèse malf. vn musc/os. sans reconstr.
EPFA005,2024-11-04,exérèse malf. vn cut. +/- sscut sans reconstr.
EPFA006,2024-11-04,prélèv. perop. gref. vn pr pontage vasc.
EPJB015,2024-11-04,évac. thrombus  vein superf. des mb/cou transcut.
EPLA002,2024-11-04,pose 1cathé ctr à dble courant pr CEC ab. direct
ZCQM005,2024-11-04,écho abd. +écho pelvis
ZCQM006,2024-11-04,écho étage sup. abd.
ZCQM007,2024-11-04,écho pelvis féminin pr surv. ovulation
ZCQM008,2024-11-04,écho abd.
ZCQM009,2024-11-04,doppler pelvis féminin pr surv. ovulation
ZCQM010,2024-11-04,écho étage sup. abd. +pelvis
ZCQM011,2024-11-04,écho étage sup. abd. +pelvis +doppler des vssx dig.
ZDMP001,2024-11-04,confection 1orthèse statique AB.Ph
ZDMP002,2024-11-04,confection 1orthèse non articulée BAB
ZDMP003,2024-11-04,orthèse dyn. carpométa. +/- M.C.P +2éléments moteurs
ZDMP004,2024-11-04,confection 1orthèse articulée BAB
ZDMP005,2024-11-04,orthèse dyn. carpométa. +/- M.C.P +3éléments moteurs
ZDMP006,2024-11-04,orthèse dyn. carpométa. +/- M.C.P +1élmt moteur
ZDMP007,2024-11-04,confection 1orthèse statique posture AB.méta
KDFA002,2024-11-04,parathyroïdectomie unique sans explo. autr parathyr cerv.tomie
KDFA003,2024-11-04,exérèse tissu parathyroïdien préalablement transplanté
KDFC001,2024-11-04,parathyroïdectomie unique sans explo. autr parathyr cerv.scopie
KDQA001,2024-11-04,explo. des sites parathyroïdiens cerv. cerv.tomie
LFDA014,2024-11-04,arthrodèse intercorp sp.listhesis lomb gd déplact +O.S ab post
LFEP001,2024-11-04,réduc. progr 1sp.listhesis lomb. hamac +/- traction bipolaire
LFEP002,2024-11-04,séance élongation lomb. traction sur table
LFFA001,2024-11-04,laminarthrectomie lomb/lombosacrale tot. bilat. ab. post.
LFFA002,2024-11-04,exérèse 1H disc. lomb. ab. post/post.lat
LFFA003,2024-11-04,exérèse plus. H disc. lomb. ab. post/post.lat
LFFA004,2024-11-04,exérèse 1récidive 1H disc. lomb. déjà opérée ab. direct ab. post.
